,song,song_id,duration,popularity,artist,artist_id,song_id_f,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,0,1,2,3,4,5,6
1035,Youth - Adventure Club Remix,46F2qArLwz8WT1qJ2bNRfR,239226,44,"['Foxes', 'Adventure Club']","['7qRll6DYV06u2VuRPAVqug', '5CdJjUi9f0cVgo9nFuJrFa']",1x9n7E0HHf0bdw2wiAqvsc,0.0447,0.406,0.774,0.0,0.0948,-4.431,0.0532,73.356,0.921,Foxes,Adventure Club,,,,,
1036,Never Seen Runaway (Lost Soul & Genjo Mix),20KUzCMs22osRkavPuShDl,244029,40,['Jay Kill & The Hustle Standard'],['26hpsv5zh8ETviLJC8sasT'],6yIUWcSPpZX7ftkHqe0Lii,0.161,0.716,0.613,0.0,0.0841,-4.094,0.0292,82.995,0.675,Jay Kill & The Hustle Standard,,,,,,
1037,Jaguar,4JLojdKkKNM3rgvP2zvUGR,286928,43,['What So Not'],['4AA8eXtzqh5ykxtafLaPOi'],3jF75s40mbTlQMTHncvFGa,0.178,0.679,0.648,0.0,0.09,-6.861,0.242,149.979,0.369,What So Not,,,,,,
1038,Rumors - Original Mix,7Cn4NHa5Of2ZVUtvwXg90w,231364,8,['Pep & Rash'],['2HmmA3GhP0xsbRUiDllJUn'],6x4teCF6Swv72kAIcz8ad0,0.132,0.776,0.617,4.61e-05,0.328,-10.608,0.0576,126.016,0.409,Pep & Rash,,,,,,
1039,The Trouble With Us,60bBoLe9ocxO3zrb0mRO4k,222066,51,"['Marcus Marr', 'Chet Faker']","['6l5dAUNRhHnRSPPmRJSKQr', '2Q0MyH5YMI5HPQjFjlq5g3']",2W1eL9J9saDJ8TpvMsntpK,0.00462,0.473,0.821,0.0,0.173,-2.785,0.0747,144.65,0.538,Marcus Marr,Chet Faker,,,,,
1040,Walk - Jaded Remix,4WujZI6jp0kjMAOk9wtSsd,330970,25,"['Kwabs', 'Jaded']","['0r0KdmVS1Er3kaFnl1KPog', '6tCJN1fQNdFCEaOa8Da9Wf']",3AzVdNe7tCYbjjRzQyVLbN,0.0769,0.727,0.825,0.0,0.324,-5.413,0.151,90.023,0.874,Kwabs,Jaded,,,,,
1041,To Pluto's Moon (Son Lux Remix),48wZwBpwhKf9vnqxqsmErW,311093,0,['My Brightest Diamond'],['37qXWlhfRvpxmIeTKvfw8B'],1Hm9fzRgWnoCivhUJx9lp8,0.179,0.492,0.456,0.0,0.319,-8.478,0.0937,60.013,0.132,My Brightest Diamond,,,,,,
1042,On Fire,02kdNcUqZRgXwQiYr92gZW,230506,38,"['Carmada', 'Maribelle']","['4R3mzuQZhfwDkjdE1wx31O', '21943SyDN6jvPKcwyV5WnN']",1VbhR6D6zUoSTBzvnRonXO,0.565,0.678,0.491,2.78e-05,0.0772,-5.815,0.0358,81.997,0.519,Carmada,Maribelle,,,,,
1043,We Are Together - Original Mix,6FmgfD3NTbcVH2uh6N2nvX,386380,0,['Planet Of Sound'],['4ZdAf6hSgPoUKGUYcJKYWM'],4JvXFWVNcU8WJebrKTeqty,0.895,0.462,0.0863,0.936,0.104,-19.726,0.0346,78.016,0.281,Planet Of Sound,,,,,,
1044,Circles,4yCK8bba5CYnVMpoxiqe0u,209302,0,['I See MONSTAS'],['3yWCAtesP5BFtJnBbgfv8b'],08YEGpKt2LHJ0URCXKHEie,0.913,0.346,0.139,7.73e-05,0.0934,-15.326,0.0321,136.168,0.116,I See MONSTAS,,,,,,
1045,Soundclash,5ER7avall9TB2trlYknVNX,201203,40,"['Flosstradamus', 'TroyBoi']","['2FmzVitXZjIkFolH8HXd4j', '0tvpihdAsKiNnP6sWS3jUI']",6Jj1Bb2s0gAOhH4yCGjDvh,0.552,0.475,0.477,0.00729,0.133,-7.527,0.0266,129.006,0.227,Flosstradamus,TroyBoi,,,,,
1046,Letting Go,2btg4iOzT6UHb31fIoXf6M,235589,2,['FMLYBND'],['6PwZP9O9dvJCMALhgjygnh'],0F539Pcn7LDa2MbBhDe3Tw,0.0166,0.507,0.699,0.00172,0.112,-7.483,0.0814,139.909,0.0744,FMLYBND,,,,,,
1047,Krush Groove,34eUiLIgkiwaLJtXOdaRVj,262066,30,['Wax Motif'],['7zm3aSdmGiOkTt0aZFSO8R'],68hIkZXqCrkdsugmX6zs6W,0.0426,0.404,0.569,0.184,0.0795,-10.649,0.0375,76.059,0.0399,Wax Motif,,,,,,
1048,Why I Love You - Dubstep Remix,3jNz79wD7RGYzXhk42TBSk,220071,34,['Raco Rabanne'],['5SxOAeKxzXjU0EMqsvGDa4'],4qPnE8jBZN3wmgGxspsOcP,0.00445,0.743,0.962,0.613,0.352,-3.205,0.0629,127.99,0.643,Raco Rabanne,,,,,,
1049,Taking - Original Mix,3kw3ZWdklF42Yf8M06gzDS,276000,27,"['Mefjus', 'Zoe Klinck']","['54qqaSH6byJIb8eFWxe3Pj', '1qhOtWA3Xu4f2W5ecHyDED']",7JvDpQEAsu94y3FhPuhVR6,0.0314,0.714,0.683,0.00522,0.0532,-7.203,0.0483,128.026,0.433,Mefjus,Zoe Klinck,,,,,
1050,Dark Night,6SkOjmUGibobNe9kMUHHVo,199021,36,['Built to Fade'],['1aEULHfaXB2bm1Fl60Whw3'],4dLyzmnbo7dMAA2FsdfrUV,0.00141,0.721,0.93,0.172,0.272,-4.22,0.0458,111.944,0.19,Built to Fade,,,,,,
1051,Some Minds (feat. Andrew Wyatt),6kgc2yup9oyZJg7CzEw4ao,263764,3,"['Flume', 'Andrew Wyatt']","['6nxWCVXbOlEVRexSbLsTer', '4TpW7t4Cz0RG1gOEU6EcUm']",687RRToOFAtpqZRzmbhGtu,0.00075,0.616,0.946,0.0777,0.355,-2.876,0.0687,127.992,0.322,Flume,Andrew Wyatt,,,,,
1053,Freedom,6RB9YvNyP0RZfCUcMtZELH,162466,62,['Pharrell Williams'],['2RdwBSPQiwcmiDo9kixcl8'],3KHwhq1ZsfBwRYtacrXqVP,0.000169,0.719,0.718,0.4,0.0507,-4.443,0.0429,128.014,0.588,Pharrell Williams,,,,,,
1054,Booty Swing,3sMleqdCDalZ6xsAQe8xuY,197506,62,['Parov Stelar'],['65EXuYHVoehCKqp0kOS6px'],1S3OXJRdDfLRKW1cu82gfp,0.00057,0.728,0.814,0.458,0.451,-8.877,0.0654,128.026,0.701,Parov Stelar,,,,,,
1055,The Little Things (feat. Angela McCluskey),4mv5scFstr5JbVpB2jG3IS,286027,45,"['Big Gigantic', 'Angela McCluskey']","['7o7mC95EDbJKTcPAAs8C3r', '5AlIxbb8HarTSm2tdA5F0x']",4v24Yh1eR3NXrp7tBteLTj,0.00165,0.678,0.814,0.638,0.298,-5.628,0.0723,128.021,0.327,Big Gigantic,Angela McCluskey,,,,,
1056,Prelude/Kiara/Ten Tigers - Live,5lcTh4kYshToQMHnlNsxaj,489763,38,['Bonobo'],['0cmWgDlu9CwTgxPhf403hb'],3CEU3uwgLybFXqMRIj5QKN,0.000238,0.751,0.924,0.692,0.0536,-4.512,0.0564,127.984,0.531,Bonobo,,,,,,
1057,Błąd,1r6acDB1yktcjeWIjrHNRh,185942,43,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],74fIIXTN19Z83Jkv5pUCcJ,0.000101,0.68,0.69,0.85,0.105,-7.74,0.0427,129.002,0.392,Łona I Webber,,,,,,
1059,Hymn For The Weekend,3RiPr603aXAoi4GHyXx0uy,258826,77,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],7DAp3DPBu9k7cDZbToxwpU,0.00176,0.391,0.958,0.68,0.0856,-3.916,0.184,76.063,0.227,Coldplay,,,,,,
1069,Stepping Stone,7EPAF3KurkJ7qQWEOEOnBC,256600,29,"['Lemaitre', 'Mark Johns']","['4CTKqs11Zgsv8EZTVzx764', '6zMEGo7y1noMoUEcQfIRCT']",6g1uviDfdVYNgOyhDEm2Wa,0.181,0.655,0.658,0.486,0.637,-8.275,0.0656,139.997,0.304,Lemaitre,Mark Johns,,,,,
1070,Run Baby Run,1rd3bZL1cR7gETcEw27apY,501059,46,['Paul Ritch'],['5qjsbSnuBPdr2cWMFQP8Tb'],7Ioqmt8t7DVuHxP0PJfETt,2.04e-05,0.548,0.922,0.901,0.225,-3.958,0.0376,128.031,0.449,Paul Ritch,,,,,,
1071,Days With You - Sweater Beats Remix,3SoRGDktGjTygtQ7phU03a,253874,27,"['Snakehips', 'Sinead Harnett']","['2FwJwEswyIUAljqgjNSHgP', '6tUJpYN2aYiXbzAcg0pIOo']",36Z6G2dm33LHEWl7U0t1rQ,0.00271,0.526,0.952,0.258,0.351,-4.515,0.0905,149.961,0.211,Snakehips,Sinead Harnett,,,,,
1078,The Sun,16TgdSXa71GegvWppYh6Qp,174786,45,"['Parov Stelar', 'Graham Candy']","['65EXuYHVoehCKqp0kOS6px', '71KlQX0q5wz5f9iytwPfou']",5CMjjywI0eZMixPeqNd75R,0.0839,0.832,0.659,0.00114,0.0753,-7.828,0.057,100.163,0.674,Parov Stelar,Graham Candy,,,,,
1083,Crystaleyes,6A00T6ETDwzT1JvGVal63F,239431,0,['AViVA'],['50tDsT4wwq8FCMJNkn1D67'],7dS5EaCoMnN7DzlpT6aRn2,0.634,0.566,0.664,0.0,0.116,-5.303,0.0464,128.945,0.437,AViVA,,,,,,
1084,Wayfaring Stranger - AKA AKA & Thalstroem's Radio Edit,4dXe0OJLfh62KVqQeDiPxR,234766,0,"['Joachim Pastor', 'Florence Bird']","['6eNOjuJSfKkAvbiGW90AkZ', '4TNk3AroApHY9cXRR4WD7I']",3hrpFvnEa3Wh9mfdWooh0w,0.0165,0.855,0.693,0.0794,0.118,-5.662,0.0308,119.004,0.687,Joachim Pastor,Florence Bird,,,,,
1085,Three Second Memory,1D4m4xOLN3q9pTBiK1D0yA,212813,0,['GoldFish'],['0uRdK8gy7fXJGRywrlmPM7'],2HkRP5WINfVQzPXyjYNOgL,0.0213,0.913,0.292,0.0153,0.0843,-12.322,0.44,122.016,0.536,GoldFish,,,,,,
1088,Take Me There,5ju9W3zWsvxLqH6u9rLClZ,266354,0,['Poolside'],['5szdY7KaSi7epwyffrbV8c'],2kMdKdVh0t03HBuRcstafT,0.0129,0.474,0.805,2.51e-06,0.175,-4.063,0.0266,78.102,0.409,Poolside,,,,,,
1090,Intro,2SK8bg3M1Z2yukycOG0JiH,234146,0,"['Flume', 'Stalley']","['6nxWCVXbOlEVRexSbLsTer', '1wUmdemiR9Dxw8A2el365A']",6PZby1bNMj2ZEPShwQwJnL,0.0654,0.725,0.716,0.0,0.102,-7.364,0.114,134.95,0.518,Flume,Stalley,,,,,
1091,Can't Feel My Face,7rDzb6c0B48Z5bLjs5iVXH,215625,12,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],6xCKQpMuwoHIIjx4xJyaO3,0.133,0.633,0.593,0.000871,0.142,-8.313,0.0676,90.03,0.494,The Weeknd,,,,,,
1092,Exogenesis: SymphonyPt. 3 (Redemption),76ZDwA8uTyMys4LIS3pBUX,277026,48,['Muse'],['12Chz98pHFMPJEknJQMWvI'],2OlZu4pJaqsq5rXgc5EqaK,0.00552,0.576,0.871,1.83e-05,0.107,-5.579,0.114,99.936,0.422,Muse,,,,,,
1093,Exogenesis: SymphonyPt. 2 (Cross-pollination),39kUTBz4uJoy5VtmIybz9D,236160,47,['Muse'],['12Chz98pHFMPJEknJQMWvI'],1XYxnGNnU7Rfh4v5aHpzOy,0.39,0.494,0.586,0.015,0.102,-7.764,0.051,79.997,0.255,Muse,,,,,,
1094,Exogenesis: SymphonyPt. 1 (Overture),6zkhhG8iQ8waiwGkQuhoE1,258440,48,['Muse'],['12Chz98pHFMPJEknJQMWvI'],6VakDcuj9VfXwd9wXfcMJj,0.00409,0.632,0.89,0.0429,0.453,-5.078,0.0542,94.016,0.43,Muse,,,,,,
1095,Astral,0unnMNhucezwLuRU0fTWGx,315130,0,['Pyramid'],['3aSTe6gzR3XChH1wcLfhmD'],1zhjn0ErHUxPE26uyVUV5G,0.261,0.435,0.788,0.264,0.109,-6.159,0.0558,119.999,0.353,Pyramid,,,,,,
1097,Back Into Consciousness - Original Mix,2Xg4bsCoRI7Ey7eIy6tmvV,417668,55,['Spektre'],['2jop7P9uKGHVtQAv59lDxT'],1XT95SWe6U0nZmchAfZh2T,0.00592,0.546,0.852,0.0,0.159,-2.445,0.102,112.183,0.558,Spektre,,,,,,
1098,Running Out Of Excuses,4wEZhtOf3ANP9hxYFw538Z,390000,51,['Spiros Kaloumenos'],['0PFhkOFGZl9UjJTNLsD0j6'],6XN4pIKOgaFMpumcs7znEh,0.0406,0.39,0.577,2.88e-05,0.498,-7.574,0.0911,74.673,0.281,Spiros Kaloumenos,,,,,,
1099,Body Language,6IdFO1sqWdl02uwACVwyRJ,384843,47,['Layton Giordani'],['7mC3RkNNTV6p2j9w4F8Ip4'],4PvD06Pmbm2rHG2JjSlElF,0.00101,0.597,0.696,0.0735,0.255,-6.196,0.0278,107.96,0.397,Layton Giordani,,,,,,
1100,Hell Archetypes,5Fxg2sFua9YOSbnh1Hm6nh,423867,53,['UMEK'],['5Hini2nQyoglzpdKe41cZt'],1G6veZVvJjrSwCytFAKVkb,0.0222,0.639,0.853,4.09e-05,0.174,-4.804,0.0297,92.991,0.9,UMEK,,,,,,
1101,Reset Your Bassline,7KYB59CB0LKlXbVNIDGcey,449032,50,['Pig&Dan'],['04jj7dljPI0ixtNsz2pXWK'],79tO3XgDSh9JdyVWJ4ZZBO,0.0121,0.783,0.402,0.896,0.168,-9.56,0.119,83.003,0.613,Pig&Dan,,,,,,
1102,Wonder,16k71WllnshZTxs60f142M,488000,53,"['Victor Ruiz', 'Thomas Schumacher']","['0xgdNNa5mIbnJKp8AG8S4z', '7KkV7dFoGEXr4M3fpb1FgD']",3BBiaTLrwRlSkozCTFtrsT,0.0013,0.482,0.484,0.00583,0.145,-7.425,0.0492,84.019,0.153,Victor Ruiz,Thomas Schumacher,,,,,
1103,Density,5G8mvNO2cKHvtOyUTrjq4X,398095,48,"['Anthracite', 'Mila Dietrich']","['3xJkESuB9Gs3wohuNWF0jk', '6gFqC88ulyEMiqeVp5b71Q']",6IFNvtvRgFas5MYqMfvoET,0.0144,0.758,0.665,0.929,0.0428,-6.579,0.0345,93.944,0.214,Anthracite,Mila Dietrich,,,,,
1104,Heart Of A Dying Star,5vq6XgXetXEGhVvnKQUPkU,365806,49,['Anna V.'],['69fxirClp6oMoHX674bgOg'],6Ny6ZruYFAkcskjqpSvrdX,0.512,0.39,0.335,0.0126,0.111,-15.916,0.0536,181.789,0.125,Anna V.,,,,,,
1105,Juncture,2iFnvcAQWtP1dwYoXBTBJL,432000,50,['Stephan Hinz'],['0F1wcmDX7naNW92mvLChUi'],1zWPS0xMyowN8ou2th39wR,0.0289,0.93,0.483,0.00244,0.103,-9.925,0.0411,120.023,0.57,Stephan Hinz,,,,,,
1106,Move Your Body To The Beat,53cLYZSnsw7BeJybRHPlox,183333,57,['Reinier Zonneveld'],['21A7bhIL1m6CNZn8y57PIZ'],44CZRkOxv7UItaAUmh8PgN,0.114,0.775,0.655,0.00016,0.035,-7.333,0.102,114.503,0.346,Reinier Zonneveld,,,,,,
1107,Still Raving,77CbKFoKrVFyvBQn5gx6EO,357393,54,['Regal'],['10RlWd6mCUDiRpQ30bGL2E'],2aeKjOnoJXavtpj2Hd2P4g,0.0829,0.68,0.785,0.00557,0.275,-6.685,0.0352,124.003,0.436,Regal,,,,,,
1108,Tiny Shocks - Invasion Mix,0Lt1toirvkqU34oE9IIsc3,342198,50,['Dustin Zahn'],['6ScDJaxsDqmtEB0CZY3WAC'],45Hsbni3CutyzdVm7QO9F2,0.0346,0.78,0.785,0.0127,0.157,-4.3,0.0746,116.007,0.49,Dustin Zahn,,,,,,
1109,Gorgon - Original Mix,6Yn6uVh4WEeguTFuGb9cC4,459429,51,['Joel Mull'],['5YkaiMo0QXuVtdWycChYSP'],3hZWkcWDgDWnOgRcHVB1ux,0.0901,0.76,0.873,0.0124,0.37,-4.343,0.0517,102.985,0.906,Joel Mull,,,,,,
1110,Acid Lick,1wKvdhEdWatU04C5yM7trX,276818,45,"['T78', 'ROBPM']","['5FgLkieOqGXPn01dnbJp9Z', '6QfZgJa0nrIKLwAdso7ai9']",3rnn6ljVeZSOckr4QP3Qce,0.0353,0.407,0.488,9.54e-06,0.3,-5.323,0.0359,130.038,0.0386,T78,ROBPM,,,,,
1111,Never The Same,7tXrQ2MHCvwe5W8HQuX77r,384779,50,['Amelie Lens'],['5Ho1vKl1Uz8bJlk4vbmvmf'],3eu6yCblDDyuqvDTkPZksu,0.575,0.719,0.576,1.03e-05,0.162,-6.363,0.224,85.035,0.429,Amelie Lens,,,,,,
1112,Escape from Paradise,1lwNTPlNSUgYp6Hybt1V5r,522461,51,['Klanglos'],['1jV311C5ADuBqCPpprsjUp'],1cFiIjd3n4bd3MCBFF11Je,3.89e-05,0.506,0.759,0.84,0.234,-3.704,0.0306,174.904,0.395,Klanglos,,,,,,
1113,Fenix - Original Mix,2KEfaV85rRrijohxW6WJoA,384372,48,['Beico & MT93'],['7tqXhI5Dt7utI8xVAyumO1'],6IcaMvgy1oFxcvuTwwzOYr,0.000212,0.559,0.741,0.00513,0.0569,-3.314,0.0354,135.029,0.451,Beico & MT93,,,,,,
1114,No Regrets,1qTJM3frRmgTLilY8zbicB,414045,49,['BEC'],['2rRlbUvyMjvEOdQPWtGoPI'],3vlVbJmvSm3x5Hqmnzh8HI,0.229,0.768,0.393,0.375,0.0923,-11.737,0.0399,131.989,0.442,BEC,,,,,,
1115,Low,5frpx0IFT5usJJyE993OHI,243720,51,['i_o'],['0y42IQBDFigO5mmEd1bGQG'],60fcVaTITPnqAuwZknDATc,0.00323,0.662,0.797,0.473,0.112,-6.422,0.0301,128.01,0.0449,i_o,,,,,,
1116,Second Shot,1S5DG6qHSlZOoIQ7gTDt2G,416883,39,['Rudosa'],['1a4cEeeD2n2cR5qA7ARsDZ'],2ihCaVdNZmnHZWt0fvAM7B,0.0206,0.446,0.757,0.0,0.146,-5.177,0.0322,102.88,0.421,Rudosa,,,,,,
1117,Intelligence Fetish (Rebekah Remix),7st0DpObKfFbIu7idNPQI9,340151,49,"['SCB', 'Rebekah']","['7wXzAJOG2A0jtJXh5VucxT', '7rmuxvt1D8dIU920lNcR67']",3dOAXUx7I1qnzWzxdnsyB8,0.00417,0.356,0.872,0.00975,0.0997,-7.837,0.068,166.3,0.607,SCB,Rebekah,,,,,
1118,Sinematic,5qLZvk6aOHiP7ojmSVuCq0,420000,56,['Zimmz'],['1fjyfUlALNaLiP57l5UmGn'],1mvyqSb1tOvtVP1qfWEyPa,0.0588,0.607,0.835,4.71e-05,0.195,-5.427,0.0415,144.087,0.719,Zimmz,,,,,,
1119,C166W,0yfLOwZmzWmdFLPmmQhGd0,487500,56,['Joyhauser'],['59a1Bp0JQfL2mGnpL0lW2Y'],4WbNyQy4wVdfopMrApBWQA,0.0453,0.603,0.827,0.619,0.0833,-7.372,0.0714,144.992,0.311,Joyhauser,,,,,,
1120,Cashmere,0eCZ374V0zfrvAGiiy5ToH,454218,53,['Hidden Empire'],['44Ga1YqZthFOzZSTHiNWkC'],6gP9gjBR6KQ4T2pw9CLtkj,0.142,0.573,0.6,0.00146,0.102,-6.943,0.049,143.957,0.352,Hidden Empire,,,,,,
1121,Interpol - original,31Aarc1eLNAh6QRxQsXTN4,426982,51,['Kristian Heikkilä'],['2SfoHHbFQfUI4wX6AGZaCQ'],2iUmqdfGZcHIhS3b9E9EWq,0.00301,0.471,0.924,0.0,0.313,-3.906,0.0586,154.961,0.725,Kristian Heikkilä,,,,,,
1122,Neo - Extended Mix,47ioykvTZqjTNbXSzTijAM,424251,51,['Koen Groeneveld'],['1z62XaHX2iYbxLARSBLoua'],,,,,,,,,,,Koen Groeneveld,,,,,,
1123,Manifest,5K8vbcePof0ov2pVl7vA7S,373023,50,['Klaudia Gawlas'],['2xiTOSr9ymuHpWFAgSw6sR'],,,,,,,,,,,Klaudia Gawlas,,,,,,
1124,Inferno,5TLCWDk3OqCe9mTPEJFbgU,416071,56,"['Carl Cox', 'Reinier Zonneveld', 'Christopher Coe']","['19SmlbABtI4bXz864MLqOS', '21A7bhIL1m6CNZn8y57PIZ', '3LLc5jMIE1UHX5eF2cN8rP']",,,,,,,,,,,Carl Cox,Reinier Zonneveld,Christopher Coe,,,,
1125,Singularity - ANNA Remix,40gB8TLrDzmUDX2a5fkjgp,511543,55,"['Jon Hopkins', 'ANNA']","['7yxi31szvlbwvKq9dYOmFI', '3wkaDi2HJV3eCaBJ4iH6om']",,,,,,,,,,,Jon Hopkins,ANNA,,,,,
1126,Surreal,2nucfLL2vrkkowwJPQpyvN,494371,53,['Julian Wassermann'],['6QXqARXg4hZ3oAUitm2gU0'],,,,,,,,,,,Julian Wassermann,,,,,,
1127,Lovely Saws,4oGUVQLFT7nvjCkIOOjRRA,391680,40,['Maksim Dark'],['2dbxPQ9Ri4dvE6tuLp1jOu'],,,,,,,,,,,Maksim Dark,,,,,,
1128,Una,4zD32Yxh25khGDSrxkDMuO,380849,48,['Simina Grigoriu'],['1PjzNHCXycxUqsP2yqFqhU'],,,,,,,,,,,Simina Grigoriu,,,,,,
1129,Pneuma,3WCvoYz06QIwSSYbdXpC7Y,333055,48,['Gary Beck'],['1mUVjZFnDM8mHpi4fR2bPC'],,,,,,,,,,,Gary Beck,,,,,,
1130,Galaxy Phase - Original Mix,3ogkFdjmZGO1zf3JUleIOJ,424350,51,['Joyhauser'],['59a1Bp0JQfL2mGnpL0lW2Y'],,,,,,,,,,,Joyhauser,,,,,,
1131,Happening RN,2wa66VNE2elN24Cc6Bd0YO,351991,45,['Rhyw'],['6ULFedYQFwKRcD1V2rngtO'],,,,,,,,,,,Rhyw,,,,,,
1132,Never Forget,5T5xbQDLvN6D2MKROKeWoW,414181,47,['Marco Faraone'],['00IUMN7pWAU2jYWcdOt5c3'],,,,,,,,,,,Marco Faraone,,,,,,
1133,Ultrasharp - Original Mix,2VnXPOHjtfgi9lhnalziL6,314785,46,['Arjun Vagale'],['5VL3jFaGca1I18S1a9N6cs'],,,,,,,,,,,Arjun Vagale,,,,,,
1134,Niet,5ifuPCYeFrYvaHorOVKo3D,381323,46,['Klaudia Gawlas'],['2xiTOSr9ymuHpWFAgSw6sR'],,,,,,,,,,,Klaudia Gawlas,,,,,,
1135,Everything Connected - Stephan Hinz Remix,5RSLE68Xq2m6h7ggtVReSL,467815,47,"['Jon Hopkins', 'Stephan Hinz']","['7yxi31szvlbwvKq9dYOmFI', '0F1wcmDX7naNW92mvLChUi']",,,,,,,,,,,Jon Hopkins,Stephan Hinz,,,,,
1136,The Fuzz,50jcQ3GvuqQkcm9Jehz7BJ,458250,46,['Thomas Schumacher'],['7KkV7dFoGEXr4M3fpb1FgD'],,,,,,,,,,,Thomas Schumacher,,,,,,
1137,Fringilla,1on5H8UlUZX5m0XIzAFO9l,438000,44,"['Cari Lekebusch', 'Benjamin Mull']","['33WX23QMvnxE5lBbRG1qyl', '19P0M6OEST6jKzXYAv7EBD']",,,,,,,,,,,Cari Lekebusch,Benjamin Mull,,,,,
1138,Without Warning,1Z7e8fQP8az32sG0ssciOS,360000,46,['Spektre'],['2jop7P9uKGHVtQAv59lDxT'],,,,,,,,,,,Spektre,,,,,,
1139,Destruction - Original Mix,716MlK4nIWkrlhYPjmgl8B,380683,46,"['A*S*Y*S', 'Dominik Schwarz']","['4xfA60YoR4UbBxuOn9WXJq', '5a2GwY75dkBaqKWnKFjlbc']",,,,,,,,,,,A*S*Y*S,Dominik Schwarz,,,,,
1140,Symbiosis,1BiZIPwNd3yLP9KBoUqMRY,533311,51,['Enrico Sangiuliano'],['1u7DsNFbakULvxnDGtMm90'],,,,,,,,,,,Enrico Sangiuliano,,,,,,
1141,Swarm,7qbaAsxBfMQGduJne2h2DC,409040,45,['D. Diggler'],['48hfQjyF6ObmrMd0SqNH2V'],,,,,,,,,,,D. Diggler,,,,,,
1142,Cerebral Vortex,0DssXCd1et2fssYWGJ6MYv,444890,47,['Anna V.'],['69fxirClp6oMoHX674bgOg'],,,,,,,,,,,Anna V.,,,,,,
1143,When I Am Only a Dream,2spksuDM1a7wICynsNMwGX,398429,47,['ANNA'],['3wkaDi2HJV3eCaBJ4iH6om'],,,,,,,,,,,ANNA,,,,,,
1144,Ultraviolet,4fn37OnnjJJyPtyfao9mrG,439206,48,['Deas'],['3sgVVFFM7mom04OAR0eNCL'],,,,,,,,,,,Deas,,,,,,
1145,Amalthea - Kevin de Vries Version,2OLilrAzT1rFtTM2Y2tsfO,396195,44,"['The Reason Y', 'Kevin de Vries']","['1UJj77uMxQ75QrhQSU8W1I', '11aPF3sc8lDWNqPVInm4Zx']",,,,,,,,,,,The Reason Y,Kevin de Vries,,,,,
1146,Collision Wall,0dCOxB07cxEtZPfAZmAytj,428095,49,['UMEK'],['5Hini2nQyoglzpdKe41cZt'],,,,,,,,,,,UMEK,,,,,,
1147,High Above,0gC2t6pOBIYcOZEwvT8PZa,401011,44,['VNTM'],['3OIINbAKKK2MjCiFEpEft3'],,,,,,,,,,,VNTM,,,,,,
1148,Main Sequence - Original Mix,4WfTdxTIdbib5Pb0KrYCHd,432705,45,['Pleasurekraft'],['4ipS3ZbqP46bs124yqp9N4'],,,,,,,,,,,Pleasurekraft,,,,,,
1149,Chakra,6qggM45NGRAlLPmwnykKw3,404409,44,['Belocca'],['3jcvzSheHd14vjraXHLGPN'],,,,,,,,,,,Belocca,,,,,,
1150,Mystical Science,6I10SYhJQEYC91DuM6meFJ,390735,45,['Modest Crow'],['26b0UGsUOZzHPxIchtzsEC'],,,,,,,,,,,Modest Crow,,,,,,
1151,Seven - Original Mix,602WbmpjolPIAE9aHKNtSa,420000,45,['KaioBarssalos'],['45H0OXGtYlu6CjQS0Z9Nat'],,,,,,,,,,,KaioBarssalos,,,,,,
1152,Metalloid,7sS7EUhxNKsBZeXDtTn9z6,347076,45,['Marcel Dettmann'],['1sxHp39RqBEE01pgVqsdyP'],,,,,,,,,,,Marcel Dettmann,,,,,,
1153,Portable Paradise,429YqA9nLOlG8wFSfaUh2m,370396,47,['ANNA'],['3wkaDi2HJV3eCaBJ4iH6om'],,,,,,,,,,,ANNA,,,,,,
1154,Retrosaw,7xupfPfbpleprvA1wrpAbJ,411500,44,"['Hector', 'Nicole Moudaber']","['1CtGsaSyVCmahL68NI5ZHk', '7ixDtqtITfqx5lZQGh5gKe']",,,,,,,,,,,Hector,Nicole Moudaber,,,,,
1155,Maelstrom,6C2VuSdbiXXtBY2YmEE1aC,434250,45,['Alex Stein'],['0SCFEgshN89tlgOPM7lbSB'],,,,,,,,,,,Alex Stein,,,,,,
1156,Ohm - Ramon Tapia Remix,21sZ726t47YP9geCYexRPU,433163,47,"['Oliver Schories', 'Ramon Tapia']","['0iTjLBepeGaLgZS18kxgRq', '5BFl4h5TXYSSJsCteTX3s1']",,,,,,,,,,,Oliver Schories,Ramon Tapia,,,,,
1157,Hidden T,79UzFFBn4dFovvqh9bKanm,468822,52,['Enrico Sangiuliano'],['1u7DsNFbakULvxnDGtMm90'],,,,,,,,,,,Enrico Sangiuliano,,,,,,
1158,Sciamachy,2zaAL1DB5RfYLJk4k0dWWa,436213,45,['Kevin de Vries'],['11aPF3sc8lDWNqPVInm4Zx'],,,,,,,,,,,Kevin de Vries,,,,,,
1159,Burning Angels,3UJAhzQ0RXhnRukG1FQJ6H,422367,45,['Eric Sneo'],['4YcZ1IyKQ4egHqSNVoZbKT'],,,,,,,,,,,Eric Sneo,,,,,,
